Date,Open,High,Low,Close,Volume,OpenInt
2/16/2007,34.368,34.393,34.139,34.393,211023,0
2/20/2007,34.393,34.476,34.112,34.468,235416,0
2/21/2007,34.325,34.579,34.147,34.579,263438,0
2/22/2007,34.87,35.031,34.537,34.666,238773,0
2/23/2007,34.69,34.707,34.104,34.283,291197,0
2/26/2007,34.494,34.494,34.031,34.198,276442,0
2/27/2007,33.273,33.273,31.35,31.838,1763700,0
2/28/2007,31.845,32.431,31.668,32.202,712921,0
3/1/2007,30.137,31.941,29.185,31.769,588903,0
3/2/2007,31.66,31.941,31.267,31.285,331776,0
3/5/2007,30.265,31.054,29.806,30.426,552216,0
3/6/2007,31.044,31.879,30.85,31.76,297320,0
3/7/2007,31.75,31.855,31.464,31.513,229789,0
3/8/2007,32.361,32.515,31.693,32.252,252754,0
3/9/2007,32.473,32.54,32.083,32.403,184693,0
3/12/2007,32.353,32.856,32.346,32.752,143045,0
3/13/2007,32.447,32.584,31.522,31.599,367110,0
3/14/2007,31.35,31.956,30.978,31.956,377517,0
3/15/2007,32.032,32.322,31.915,32.175,225296,0
3/16/2007,32.057,32.277,31.717,31.717,131425,0
3/19/2007,32.431,32.669,32.184,32.557,150714,0
3/20/2007,32.576,32.848,32.497,32.84,146037,0
3/21/2007,32.958,33.935,32.863,33.79,243393,0
3/22/2007,34.047,34.047,33.579,33.639,108305,0
3/23/2007,33.91,33.91,33.535,33.715,120920,0
3/26/2007,33.91,33.91,33.221,33.74,130213,0
3/27/2007,33.535,33.57,33.263,33.34,144517,0
3/28/2007,33.169,33.273,32.822,32.976,134284,0
3/29/2007,33.875,33.875,33.306,33.758,201551,0
3/30/2007,33.733,33.774,33.282,33.468,224501,0
4/2/2007,33.46,33.884,33.424,33.884,154266,0
4/3/2007,34.087,34.393,34.022,34.325,190862,0
4/4/2007,34.435,34.476,34.215,34.459,234356,0
4/5/2007,34.293,34.639,34.293,34.639,157824,0
4/9/2007,34.852,34.928,34.707,34.818,254931,0
4/10/2007,34.878,35.014,34.793,34.955,108732,0
4/11/2007,35.031,35.115,34.503,34.579,208618,0
4/12/2007,34.674,35.132,34.443,35.132,205185,0
4/13/2007,35.201,35.27,34.903,35.27,118989,0
4/16/2007,35.328,35.712,35.286,35.712,220578,0
4/17/2007,35.712,35.999,35.201,35.431,288561,0
4/18/2007,35.397,35.457,35.115,35.337,200899,0
4/19/2007,34.411,35.058,33.978,34.945,172222,0
4/20/2007,35.345,35.558,35.262,35.431,87912,0
4/23/2007,35.355,35.465,35.073,35.073,164641,0
4/24/2007,35.107,35.209,34.911,35.141,97615,0
4/25/2007,35.226,35.652,35.175,35.619,138248,0
4/26/2007,35.797,35.838,35.387,35.49,138600,0
4/27/2007,35.244,35.45,34.818,35.286,167564,0
4/30/2007,35.328,35.363,34.579,34.631,203530,0
5/1/2007,34.571,34.793,34.421,34.76,251517,0
5/2/2007,34.827,35.414,34.827,35.372,143948,0
5/3/2007,35.431,35.838,35.406,35.83,74825,0
5/4/2007,35.94,36.11,35.814,35.888,160203,0
5/7/2007,36.119,36.144,35.805,35.88,120698,0
5/8/2007,35.797,35.797,35.201,35.601,257356,0
5/9/2007,35.558,36.296,35.558,36.296,310684,0
5/10/2007,36.058,36.066,35.328,35.406,143052,0
5/11/2007,35.861,36.313,35.584,36.296,159966,0
5/14/2007,36.435,36.501,35.948,36.128,249025,0
5/15/2007,36.128,36.534,36.092,36.253,140950,0
5/16/2007,36.56,37.105,36.391,37.105,178943,0
5/17/2007,37.027,37.147,36.654,36.985,190347,0
5/18/2007,37.045,37.241,36.882,37.173,183118,0
5/21/2007,37.29,37.461,37.027,37.274,138543,0
5/22/2007,37.581,37.581,37.07,37.197,183613,0
5/23/2007,37.326,37.545,37.053,37.113,181571,0
5/24/2007,36.951,37.19,36.008,36.178,238805,0
5/25/2007,36.348,36.917,36.348,36.875,249596,0
5/29/2007,37.241,37.282,36.679,36.891,335407,0
5/30/2007,36.435,37.265,36.196,37.265,329592,0
5/31/2007,37.597,37.758,37.387,37.453,140979,0
6/1/2007,37.909,38.327,37.792,38.327,135986,0
6/4/2007,38.295,38.295,37.996,38.243,227925,0
6/5/2007,38.235,38.243,37.801,38.08,235670,0
6/6/2007,37.996,38.039,37.265,37.402,244199,0
6/7/2007,37.545,37.707,36.475,36.679,413045,0
6/8/2007,36.679,37.506,36.518,37.506,289024,0
6/11/2007,37.581,38.045,37.402,37.893,392807,0
6/12/2007,37.81,37.81,37.182,37.223,200262,0
6/13/2007,37.394,37.962,37.394,37.909,222368,0
6/14/2007,38.218,38.59,37.962,38.542,207719,0
6/15/2007,38.897,39.033,38.659,38.966,329017,0
6/18/2007,39.331,39.406,38.989,39.153,339861,0
6/19/2007,39.153,39.559,38.813,39.067,230225,0
6/20/2007,39.506,39.506,38.616,38.659,142158,0
6/21/2007,38.728,39.398,38.551,39.398,284308,0
6/22/2007,39.195,39.195,38.59,38.736,202078,0
6/25/2007,38.728,38.905,38.218,38.351,115960,0
6/26/2007,38.567,38.59,38.015,38.08,207356,0
6/27/2007,37.792,38.454,37.622,38.454,338015,0
6/28/2007,38.302,38.762,38.227,38.574,144087,0
6/29/2007,38.651,38.835,38.268,38.508,118765,0
7/2/2007,38.813,39.313,38.745,39.313,134405,0
7/3/2007,39.533,39.704,39.491,39.687,67977,0
7/5/2007,39.916,39.916,39.457,39.798,124742,0
7/6/2007,39.831,40.434,39.831,40.402,108534,0
7/9/2007,40.699,40.921,40.631,40.682,248018,0
7/10/2007,40.674,40.674,39.993,40.033,263966,0
7/11/2007,40.01,40.555,39.925,40.52,170995,0
7/12/2007,41.064,41.786,40.921,41.751,216709,0
7/13/2007,42.041,42.134,41.751,42.016,212200,0
7/16/2007,42.397,42.465,41.479,41.632,579723,0
7/17/2007,41.684,41.819,41.206,41.701,240072,0
7/18/2007,41.59,41.59,40.903,41.3,251289,0
7/19/2007,41.862,41.871,41.657,41.854,190753,0
7/20/2007,42.083,42.083,41.189,41.334,253330,0
7/23/2007,42.065,42.297,41.743,42.289,250061,0
7/24/2007,42.297,42.297,40.733,40.903,385934,0
7/25/2007,41.828,41.828,40.342,41.08,354362,0
7/26/2007,40.589,40.589,37.453,39.05,1410396,0
7/27/2007,38.634,39.491,38.378,38.736,607696,0
7/30/2007,39.067,39.907,38.941,39.747,308022,0
7/31/2007,40.417,40.58,39.304,39.304,320282,0
8/1/2007,38.405,39.058,38.054,38.685,457773,0
8/2/2007,39.245,39.245,38.728,39.108,152115,0
8/3/2007,39.398,39.398,37.572,37.606,293399,0
8/6/2007,37.622,38.174,36.9,38.141,434382,0
8/7/2007,38.182,38.559,37.572,38.277,332701,0
8/8/2007,38.754,39.729,38.634,39.363,269487,0
8/9/2007,38.709,39.024,37.775,37.927,371058,0
8/10/2007,36.688,37.615,36.092,37.37,671705,0
8/13/2007,39.007,39.007,37.444,37.479,383107,0
8/14/2007,38.071,38.071,36.491,36.542,376746,0
8/15/2007,35.846,36.483,34.878,34.972,685887,0
8/16/2007,33.331,34.266,32.184,34.054,1025332,0
8/17/2007,35.031,35.797,34.476,35.609,676492,0
8/20/2007,36.577,36.595,35.158,35.702,385587,0
8/21/2007,35.702,35.846,35.278,35.652,151312,0
8/22/2007,36.646,37.29,36.435,37.248,181372,0
8/23/2007,37.85,38.039,36.96,37.497,293885,0
8/24/2007,37.893,38.599,37.47,38.567,243233,0
8/27/2007,38.973,39.203,38.49,38.905,225190,0
8/28/2007,38.719,38.719,36.933,37.018,433418,0
8/29/2007,37.08,38.703,37.08,38.703,153217,0
8/30/2007,38.209,38.981,38.149,38.437,152845,0
8/31/2007,39.406,39.916,39.195,39.576,325621,0
9/4/2007,39.568,40.547,39.406,40.291,303550,0
9/5/2007,40.163,40.163,39.347,39.585,197174,0
9/6/2007,40.171,40.291,39.754,40.146,177011,0
9/7/2007,39.474,39.695,38.787,39.084,521113,0
9/10/2007,39.457,39.542,38.472,39.067,238969,0
9/11/2007,39.77,39.916,39.491,39.84,134458,0
9/12/2007,39.695,40.18,39.568,39.883,268564,0
9/13/2007,40.041,40.767,40.041,40.555,209970,0
9/14/2007,40.384,40.853,40.232,40.631,259892,0
9/17/2007,40.598,40.598,39.875,40.137,195350,0
9/18/2007,40.64,42.321,40.452,42.289,325177,0
9/19/2007,43.196,43.229,42.456,42.653,537503,0
9/20/2007,42.601,42.916,42.21,42.365,313692,0
9/21/2007,43.053,43.053,42.473,42.757,247153,0
9/24/2007,43.322,43.586,43.246,43.536,308188,0
9/25/2007,44.122,44.122,42.992,43.519,244622,0
9/26/2007,44.24,44.302,43.789,44.191,271410,0
9/27/2007,45.174,45.208,44.582,45.135,412859,0
9/28/2007,45.548,45.557,44.624,44.844,272489,0
10/1/2007,45.43,46.646,45.235,46.551,306998,0
10/2/2007,47.18,47.214,46.45,47.001,421888,0
10/3/2007,46.983,46.983,45.135,45.166,627182,0
10/4/2007,45.183,45.737,44.658,45.583,342049,0
10/5/2007,46.493,47.402,46.34,47.138,346380,0
10/8/2007,47.47,47.47,46.391,46.799,312222,0
10/9/2007,47.589,47.732,46.992,47.732,266021,0
10/10/2007,48.158,48.158,46.892,47.785,269486,0
10/11/2007,48.999,48.999,46.307,47.164,456742,0
10/12/2007,46.705,48.235,46.705,48.148,205615,0
10/15/2007,48.905,49.083,47.647,48.184,405488,0
10/16/2007,48.065,48.065,46.892,47.138,328776,0
10/17/2007,48.556,48.889,47.732,48.829,309026,0
10/18/2007,48.6,48.846,47.556,48.819,349493,0
10/19/2007,49.083,49.083,46.067,46.425,614515,0
10/22/2007,45.548,46.729,45.099,46.729,493912,0
10/23/2007,47.605,48.379,47.375,48.226,463760,0
10/24/2007,48.166,48.201,46.603,47.749,304755,0
10/25/2007,48.226,48.226,47.326,47.911,234167,0
10/26/2007,49.21,49.587,48.728,49.5,415592,0
10/29/2007,50.357,50.928,50.292,50.758,532525,0
10/30/2007,50.205,50.928,49.639,49.807,429063,0
10/31/2007,50.527,51.218,50.096,50.928,615502,0
11/1/2007,49.648,50.087,48.958,49.075,606229,0
11/2/2007,49.255,49.722,48.193,49.05,673168,0
11/5/2007,47.767,47.767,45.856,47.172,597527,0
11/6/2007,47.903,48.651,47.556,48.651,334405,0
11/7/2007,47.623,48.269,46.79,46.799,314386,0
11/8/2007,47.055,47.861,45.771,47.573,914476,0
11/9/2007,46.884,47.971,46.161,46.833,507419,0
11/12/2007,46.009,46.009,43.733,43.825,624126,0
11/13/2007,44.709,47.078,44.709,46.951,827354,0
11/14/2007,48.166,48.421,46.884,47.096,418019,0
11/15/2007,46.705,46.892,45.557,45.993,493807,0
11/16/2007,46.152,46.79,45.822,46.679,300183,0
11/19/2007,45.938,45.966,44.504,44.759,428768,0
11/20/2007,45.345,46.511,44.961,45.803,328469,0
11/21/2007,44.24,44.42,43.186,43.654,537304,0
11/23/2007,44.164,44.641,44.164,44.641,126037,0
11/26/2007,44.93,45.499,43.169,43.169,404548,0
11/27/2007,43.365,44.24,42.959,44.148,447277,0
11/28/2007,44.81,46.535,44.81,46.535,881368,0
11/29/2007,46.281,46.884,45.856,46.255,225071,0
11/30/2007,47.384,47.573,46.493,47.063,651912,0
12/3/2007,47.029,47.038,46.179,46.458,704145,0
12/4/2007,46.152,46.755,45.922,46.416,548015,0
12/5/2007,47.614,48.218,47.487,48.158,308439,0
12/6/2007,48.148,49.169,47.963,49.11,419305,0
12/7/2007,49.417,49.425,48.504,48.811,380072,0
12/10/2007,48.625,49.016,48.498,48.735,643767,0
12/11/2007,49.467,49.467,46.951,47.214,901554,0
12/12/2007,48.735,49.195,47.437,48.475,574799,0
12/13/2007,47.232,47.326,46.281,47.055,521649,0
12/14/2007,46.058,46.569,45.771,46.017,440590,0
12/17/2007,44.632,45.135,43.628,43.757,648323,0
12/18/2007,44.676,45.166,43.772,44.87,345697,0
12/19/2007,45.174,45.583,44.921,45.183,342027,0
12/20/2007,45.616,45.822,45.183,45.574,325732,0
12/21/2007,46.468,46.926,46.315,46.857,447921,0
12/24/2007,47.129,47.802,47.113,47.726,248894,0
12/26/2007,47.411,47.955,47.18,47.903,339980,0
12/27/2007,47.556,47.716,46.841,46.849,243561,0
12/28/2007,47.342,47.47,46.764,47.113,348735,0
12/31/2007,47.214,47.214,46.535,46.738,313164,0
1/2/2008,47.055,47.07,45.439,46.255,922304,0
1/3/2008,45.957,46.477,45.957,46.179,240225,0
1/4/2008,45.856,45.856,44.54,44.784,726450,0
1/7/2008,44.844,45.235,43.979,44.81,817942,0
1/8/2008,45.174,45.89,44.598,44.615,647401,0
1/9/2008,45.013,46.043,44.717,46.025,463813,0
1/10/2008,45.643,46.816,45.201,46.578,626513,0
1/11/2008,45.881,46.502,45.013,45.303,513821,0
1/14/2008,45.539,45.789,45.244,45.643,413924,0
1/15/2008,44.523,44.878,43.127,43.322,616733,0
1/16/2008,42.492,42.992,40.826,41.665,1398788,0
1/17/2008,42.473,42.774,40.461,40.648,1389137,0
1/18/2008,41.326,42.083,40.503,41.616,955718,0
1/22/2008,38.063,40.921,35.678,40.325,1618408,0
1/23/2008,38.762,41.046,37.835,41.021,1140584,0
1/24/2008,40.767,42.056,40.759,41.641,738208,0
1/25/2008,42.855,42.855,41.073,41.318,541833,0
1/28/2008,40.699,42.031,40.384,41.914,615679,0
1/29/2008,42.347,42.406,41.743,42.21,269372,0
1/30/2008,41.828,43.177,41.479,41.914,503209,0
1/31/2008,41.046,42.992,40.8,42.695,729167,0
2/1/2008,42.61,43.816,42.61,43.691,699625,0
2/4/2008,44.004,44.155,43.543,43.772,257213,0
2/5/2008,43.305,43.305,41.378,41.417,530064,0
2/6/2008,41.708,42.228,40.955,41.003,516498,0
2/7/2008,40.853,42.056,40.426,41.649,474299,0
2/8/2008,41.427,41.914,41.181,41.665,566164,0
2/11/2008,41.665,42.406,41.189,42.406,519744,0
2/12/2008,42.568,43.672,42.465,42.831,355115,0
2/13/2008,43.451,43.764,42.863,43.619,295148,0
2/14/2008,44.148,44.155,43.169,43.246,491125,0
2/15/2008,43.255,43.51,42.765,43.51,237878,0
2/19/2008,44.209,44.853,43.919,44.107,503579,0
2/20/2008,43.536,44.649,43.272,44.591,962715,0
2/21/2008,44.818,45.174,43.944,44.072,832949,0
2/22/2008,44.497,44.676,43.568,44.676,898803,0
2/25/2008,44.641,45.322,44.155,45.261,1086426,0
2/26/2008,45.022,46.113,44.784,45.993,795510,0
2/27/2008,45.856,46.773,45.737,46.542,731237,0
2/28/2008,46.348,46.519,45.948,46.152,950655,0
2/29/2008,45.694,45.694,44.026,44.369,335753,0
3/3/2008,43.849,44.54,43.654,44.404,610432,0
3/4/2008,44.026,44.098,42.593,43.425,716912,0
3/5/2008,43.612,44.582,43.612,44.292,855923,0
3/6/2008,44.369,44.369,42.863,42.881,694914,0
3/7/2008,42.465,43.177,41.921,42.271,1357281,0
3/10/2008,42.347,42.577,41.064,41.291,521482,0
3/11/2008,43.071,43.706,42.023,43.706,1255799,0
3/12/2008,43.433,43.807,42.926,43.001,454405,0
3/13/2008,41.854,42.872,41.189,42.695,849646,0
3/14/2008,42.73,42.73,40.707,41.224,1076931,0
3/17/2008,39.66,40.547,39.135,39.959,1005101,0
3/18/2008,40.767,41.914,40.767,41.914,720116,0
3/19/2008,41.089,41.751,39.229,39.304,578144,0
3/20/2008,39.347,39.916,38.295,39.576,508865,0
3/24/2008,40.105,41.273,40.105,40.808,692963,0
3/25/2008,41.409,41.954,41.096,41.759,644824,0
3/26/2008,41.862,41.906,41.104,41.632,524263,0
3/27/2008,41.845,41.982,41.266,41.344,323333,0
3/28/2008,41.641,41.665,41.055,41.148,480026,0
3/31/2008,41.003,41.445,40.972,41.309,308843,0
4/1/2008,41.759,43.027,41.708,43.027,354585,0
4/2/2008,43.082,43.484,42.712,43.169,371857,0
4/3/2008,43.071,44.089,42.992,43.825,637782,0
4/4/2008,43.764,44.209,43.459,43.807,475943,0
4/7/2008,44.437,44.836,43.935,44.131,321170,0
4/8/2008,43.733,44.248,43.586,44.045,327593,0
4/9/2008,43.927,44.148,43.236,43.459,255335,0
4/10/2008,43.672,44.019,43.155,43.919,362767,0
4/11/2008,43.51,43.715,43.018,43.169,372708,0
4/14/2008,42.951,43.527,42.619,43.236,395645,0
4/15/2008,43.561,43.911,43.451,43.911,250390,0
4/16/2008,44.488,45.067,44.463,45.031,370404,0
4/17/2008,44.759,45.183,44.624,45.126,337454,0
4/18/2008,45.43,45.78,45.208,45.539,405167,0
4/21/2008,45.516,46.179,45.414,46.12,335513,0
4/22/2008,46.12,46.195,45.447,45.643,380273,0
4/23/2008,46.195,46.34,45.789,46.272,482739,0
4/24/2008,46.171,46.171,45.166,45.721,1006156,0
4/25/2008,46.535,46.535,45.067,45.599,336381,0
4/28/2008,46.025,46.025,45.539,45.539,356704,0
4/29/2008,45.516,45.548,44.667,44.784,259707,0
4/30/2008,45.174,46.399,45.099,46.043,751316,0
5/1/2008,46.179,46.729,45.829,46.542,815107,0
5/2/2008,47.429,47.521,46.841,47.121,403177,0
5/5/2008,47.129,47.368,46.866,47.18,296942,0
5/6/2008,47.539,47.853,47.029,47.844,422041,0
5/7/2008,47.802,47.802,46.152,46.238,436083,0
5/8/2008,46.857,46.857,46.179,46.493,559109,0
5/9/2008,46.22,46.425,45.838,46.255,655495,0
5/12/2008,46.603,46.926,46.025,46.926,375038,0
5/13/2008,47.384,47.384,46.866,47.223,346392,0
5/14/2008,47.392,47.776,47.086,47.172,435675,0
5/15/2008,47.505,48.218,47.368,48.218,292415,0
5/16/2008,48.404,48.941,48.294,48.941,724568,0
5/19/2008,49.11,49.729,48.941,49.118,333574,0
5/20/2008,48.676,48.676,48.065,48.676,643743,0
5/21/2008,49.153,49.272,48.114,48.201,1544855,0
5/22/2008,48.475,48.498,47.811,48.361,1196716,0
5/23/2008,48.122,48.122,47.086,47.429,734733,0
5/27/2008,47.129,47.301,46.542,46.983,619628,0
5/28/2008,47.19,47.759,46.687,47.749,1020785,0
5/29/2008,47.819,48.13,47.392,47.573,1135911,0
5/30/2008,47.981,48.21,47.749,47.911,589848,0
6/2/2008,47.853,47.895,47.257,47.605,683328,0
6/3/2008,47.292,47.42,46.113,46.441,885325,0
6/4/2008,46.171,46.299,45.625,45.744,781342,0
6/5/2008,46.113,47.375,46.067,47.375,536311,0
6/6/2008,47.078,47.392,45.856,45.915,638561,0
6/9/2008,45.906,46.086,45.201,45.702,471803,0
6/10/2008,44.853,45.244,44.14,44.404,792912,0
6/11/2008,44.225,44.591,43.654,43.715,837005,0
6/12/2008,43.954,44.563,43.892,44.072,515873,0
6/13/2008,44.182,44.699,43.954,44.471,329087,0
6/16/2008,44.547,44.912,44.437,44.676,362365,0
6/17/2008,45.465,45.489,45.067,45.109,490587,0
6/18/2008,45.013,45.031,44.225,44.658,957774,0
6/19/2008,44.573,44.759,44.284,44.563,543139,0
6/20/2008,44.429,44.429,42.831,42.831,377666,0
6/23/2008,42.975,43.236,42.841,43.082,250372,0
6/24/2008,42.627,43.519,42.552,43.036,489373,0
6/25/2008,43.1,44.513,42.636,44.122,920941,0
6/26/2008,43.561,43.561,42.68,42.816,969321,0
6/27/2008,42.636,43.246,42.593,43.008,600119,0
6/30/2008,43.34,43.733,43.313,43.442,639428,0
7/1/2008,42.473,43.044,42.119,42.89,810997,0
7/2/2008,42.757,43.357,41.479,41.479,854846,0
7/3/2008,41.734,41.751,40.8,41.266,468865,0
7/7/2008,41.368,42.041,40.733,41.073,679979,0
7/8/2008,40.648,41.089,40.027,41.046,1116549,0
7/9/2008,41.174,41.555,40.274,40.291,434121,0
7/10/2008,40.393,41.181,40.146,41.132,407961,0
7/11/2008,40.817,41.318,40.291,40.834,590987,0
7/14/2008,41.206,41.471,40.699,40.853,242416,0
7/15/2008,40.129,40.8,39.448,40.137,559208,0
7/16/2008,40.137,41.003,39.814,40.981,3659850,0
7/17/2008,40.808,41.394,40.366,40.674,1400381,0
7/18/2008,40.539,40.996,40.358,40.631,1043344,0
7/21/2008,40.853,41.387,40.853,41.215,413222,0
7/22/2008,40.903,41.096,40.613,41.096,829908,0
7/23/2008,41.3,41.401,40.912,41.003,658766,0
7/24/2008,41.487,41.487,39.363,39.398,1435837,0
7/25/2008,39.084,39.66,39.084,39.542,502659,0
7/28/2008,39.279,39.865,39.076,39.076,661713,0
7/29/2008,39.414,39.883,39.203,39.883,327801,0
7/30/2008,40.417,40.972,40.317,40.972,746452,0
7/31/2008,40.631,40.785,40.232,40.291,814407,0
8/1/2008,40.264,40.375,39.576,39.762,713362,0
8/4/2008,39.313,39.339,38.327,38.463,554219,0
8/5/2008,38.642,39.135,38.295,39.117,588436,0
8/6/2008,39.135,40.001,39.135,39.907,478725,0
8/7/2008,39.457,39.576,38.931,38.998,444583,0
8/8/2008,38.567,39.084,38.463,38.981,615046,0
8/11/2008,38.677,38.949,38.115,38.243,719385,0
8/12/2008,37.876,38.039,37.47,37.606,641336,0
8/13/2008,37.353,38.182,37.165,37.987,492466,0
8/14/2008,38.132,38.677,38.071,38.423,311670,0
8/15/2008,38.192,38.2,37.654,37.758,303466,0
8/18/2008,38.005,38.063,36.969,37.062,348224,0
8/19/2008,36.525,37.205,36.435,37.165,532029,0
8/20/2008,37.758,38.295,37.75,38.243,595968,0
8/21/2008,38.25,38.524,38.089,38.405,397113,0
8/22/2008,38.437,38.608,38.005,38.2,232142,0
8/25/2008,38.149,38.149,37.394,37.418,521649,0
8/26/2008,37.427,37.723,37.37,37.506,185733,0
8/27/2008,37.197,38.59,37.197,38.49,213661,0
8/28/2008,38.396,38.709,38.2,38.454,307008,0
8/29/2008,38.378,38.813,37.987,38.813,173333,0
9/2/2008,37.418,37.545,36.671,36.875,445673,0
9/3/2008,36.525,36.857,35.897,36.119,412435,0
9/4/2008,35.88,35.956,34.521,34.715,562272,0
9/5/2008,34.443,35.014,33.902,34.597,1188107,0
9/8/2008,36.418,36.475,34.69,35.073,635995,0
9/9/2008,34.494,34.579,32.897,32.897,582115,0
9/10/2008,33.126,33.866,32.761,33.349,866588,0
9/11/2008,32.515,33.605,32.244,33.561,750020,0
9/12/2008,33.519,34.69,33.34,34.555,425647,0
9/15/2008,32.695,33.39,31.933,31.933,702785,0
9/16/2008,30.612,32.576,30.17,32.439,898522,0
9/17/2008,31.487,31.735,30.137,30.281,1311799,0
9/18/2008,30.511,32.743,29.973,32.313,1657358,0
9/19/2008,36.246,36.246,33.978,35.073,673061,0
9/22/2008,33.844,35.363,33.844,34.047,351021,0
9/23/2008,33.952,34.172,32.422,32.701,915019,0
9/24/2008,32.361,33.231,32.361,32.948,415161,0
9/25/2008,32.743,34.503,32.743,33.926,323511,0
9/26/2008,32.993,33.46,32.907,33.424,180513,0
9/29/2008,32.779,32.779,28.614,29.397,556908,0
9/30/2008,29.686,32.05,29.686,31.981,255214,0
10/1/2008,31.333,31.999,30.832,31.75,303822,0
10/2/2008,31.113,31.113,29.031,29.253,497627,0
10/3/2008,29.526,30.57,28.403,28.429,649874,0
10/6/2008,26.185,26.509,24.394,26.312,1238452,0
10/7/2008,26.331,26.985,24.401,24.401,704688,0
10/8/2008,22.925,25.091,22.098,24.239,623826,0
10/9/2008,24.725,25.472,22.507,22.932,370249,0
10/10/2008,21.444,23.79,20.579,22.201,923710,0
10/13/2008,25.692,27.757,24.335,27.757,643591,0
10/14/2008,28.863,28.871,25.794,26.5,567748,0
10/15/2008,25.412,25.412,22.287,22.287,383604,0
10/16/2008,22.421,23.331,21.234,23.076,732451,0
10/17/2008,22.482,24.749,22.152,23.17,906601,0
10/20/2008,24.419,24.895,23.289,24.895,398499,0
10/21/2008,23.698,24.121,23.033,23.084,330425,0
10/22/2008,22.676,22.676,19.976,20.546,591160,0
10/23/2008,20.383,21.352,19.507,20.698,1281872,0
10/24/2008,17.936,19.399,17.784,18.829,575588,0
10/27/2008,18.261,19.109,18.048,18.148,603016,0
10/28/2008,19.109,21.038,18.599,21.038,919214,0
10/29/2008,20.818,22.133,20.298,21.274,782906,0
10/30/2008,22.337,23.442,22.337,23.434,1090602,0
10/31/2008,23.425,23.603,22.566,23.222,789147,0
11/3/2008,23.45,23.577,23.153,23.501,743863,0
11/4/2008,24.165,25.43,24.156,25.378,1245883,0
11/5/2008,24.717,24.717,22.771,22.889,1406173,0
11/6/2008,22.507,22.575,21.113,21.265,1261027,0
11/7/2008,22.152,22.975,22.074,22.957,695255,0
11/10/2008,23.984,23.993,22.694,23.214,579504,0
11/11/2008,22.405,22.747,21.692,21.743,567475,0
11/12/2008,21.429,21.638,20.391,20.493,554506,0
11/13/2008,20.851,22.797,19.661,22.771,1132106,0
11/14/2008,23.129,23.129,20.987,21.023,496234,0
11/17/2008,20.808,21.52,20.57,20.776,301644,0
11/18/2008,20.512,20.799,19.645,20.262,466543,0
11/19/2008,19.874,20.18,18.701,18.719,285886,0
11/20/2008,18.515,18.787,17.35,17.818,574106,0
11/21/2008,18.701,19.464,17.945,19.464,794577,0
11/24/2008,19.516,20.935,19.425,20.451,914041,0
11/25/2008,20.978,20.987,19.933,20.316,794930,0
11/26/2008,20.316,22.065,20.316,22.057,381748,0
11/28/2008,21.512,21.93,21.429,21.93,112623,0
12/1/2008,20.67,20.835,19.669,19.719,424866,0
12/2/2008,20.262,20.63,19.933,20.63,249121,0
12/3/2008,20.254,21.138,19.805,21.138,248358,0
12/4/2008,20.391,20.851,19.719,20.044,200791,0
12/5/2008,19.744,20.903,19.432,20.86,264447,0
12/8/2008,21.657,22.575,21.657,22.261,313018,0
12/9/2008,22.507,22.729,21.786,22.175,534994,0
12/10/2008,22.889,23.595,22.889,23.492,237427,0
12/11/2008,23.373,24.205,22.932,23.11,210076,0
12/12/2008,22.429,23.272,22.236,23.23,412998,0
12/15/2008,23.483,23.483,22.685,22.984,230447,0
12/16/2008,23.298,24.81,23.255,24.717,368218,0
12/17/2008,24.239,24.606,24.139,24.362,322949,0
12/18/2008,24.512,24.512,23.34,23.501,203770,0
12/19/2008,23.698,23.874,23.23,23.331,342113,0
12/22/2008,23.153,23.163,22.124,22.124,187270,0
12/23/2008,22.287,22.612,22.006,22.106,397782,0
12/24/2008,22.244,22.244,22.029,22.175,210080,0
12/26/2008,22.252,22.364,22.015,22.328,161338,0
12/29/2008,21.963,22.594,21.963,22.328,240099,0
12/30/2008,22.167,22.932,22.167,22.881,204935,0
12/31/2008,22.864,23.392,22.747,23.196,296416,0
1/2/2009,23.636,24.521,23.355,24.419,192541,0
1/5/2009,24.386,25.183,24.3,24.919,295395,0
1/6/2009,25.438,25.737,25.14,25.641,305815,0
1/7/2009,25.183,25.183,23.866,23.866,585942,0
1/8/2009,23.603,24.079,23.408,24.079,161159,0
1/9/2009,23.874,23.953,23.264,23.603,217646,0
1/12/2009,23.434,23.434,22.328,22.447,294264,0
1/13/2009,22.184,22.932,22.184,22.668,166740,0
1/14/2009,22.457,22.457,21.444,21.616,115036,0
1/15/2009,21.692,22.142,20.868,21.98,325793,0
1/16/2009,22.5,22.558,21.573,22.27,279741,0
1/20/2009,21.902,21.902,20.64,20.64,340590,0
1/21/2009,21.234,21.811,20.723,21.811,236929,0
1/22/2009,21.241,21.504,20.689,21.189,386136,0
1/23/2009,20.579,21.657,20.503,21.429,498328,0
1/26/2009,21.573,22.106,21.419,21.573,454500,0
1/27/2009,21.853,22.074,21.701,21.853,359544,0
1/28/2009,22.465,23.11,22.465,22.975,285861,0
1/29/2009,23.239,23.239,22.038,22.083,297177,0
1/30/2009,22.244,22.516,21.811,21.938,1234543,0
2/2/2009,21.444,21.955,21.394,21.733,507392,0
2/3/2009,21.921,22.405,21.733,22.252,720440,0
2/4/2009,22.566,23.076,22.413,22.566,261337,0
2/5/2009,22.261,23.255,22.236,23.12,319197,0
